,url,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
336753,https://charlestonwv.craigslist.org/apa/d/south-charleston-simple-one-floor/7016549597.html,charleston,1000,house,50,2,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00j0j_6bJJYqs5R4Y_600x450.jpg,"Peaceful South Charleston neighborhood great area very convenient to shopping, gym, grocery stores, interstate and more. Very nice condition, no pets ever, great savings and comfort. Flat private parking, NO PETS!                call  show contact info  )))",38.3684,-81.6996,wv
336761,https://wv.craigslist.org/apa/d/elkins-well-maintained-2-bedroom/7049031484.html,west virginia (old),700,apartment,1472,2,2.0,0,0,1,0,0,0,,,https://images.craigslist.org/00T0T_5SlFB9r6dHx_600x450.jpg,"âï¸Well maintained 2 bedroom.âï¸ Ranch style house within walking distance to downtown, post office, college, etc. New carpet and waterproof, vinyl floors. Move-in ready........You can text or call me on  show contact info",38.9253,-79.8471,wv
337232,https://martinsburg.craigslist.org/apa/d/ranson-leasing-now-come-look-and-lease/7050865314.html,eastern panhandle,1389,apartment,1048,2,2.0,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00U0U_l8rxIgdhVKf_600x450.jpg,"Our beautiful property offers you quality living an dmakes you feel at home.  Contemporary two bedroom apartment featuring two baths, wood-style floors and in-home laundry.    Jefferson Crossing, managed by Gates Hudson 55 Pimlico Dr Charles Town, WV 25414  show contact info   VIEW OUR WEBSITE:  http://www.jeffersoncrossingapts.com/floorplans.aspx    [#7011325]",39.3012,-77.8425,wv
337247,https://martinsburg.craigslist.org/apa/d/ranson-available-now-apply-online/7037279967.html,eastern panhandle,14504,apartment,1136,3,2.0,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00404_4ZNkjEl1PmH_600x450.jpg,"VIEW OUR WEBSITE:  http://www.jeffersoncrossingapts.com/floorplans.aspx  Residences at Jefferson Crossing is pet friendly, welcoming both cats and dogs.   Beautiful three bedroom apartment featuring two baths, full sized washer and dryer and chef inspired kitchen.   Jefferson Crossing, managed by Gates Hudson 55 Pimlico Dr Charles Town, WV 25414  show contact info     [#6932450]",39.3012,-77.8425,wv
337265,https://martinsburg.craigslist.org/apa/d/martinsburg-beautifully-renovated-house/7008748455.html,eastern panhandle,510,house,665,3,1.0,1,1,1,0,0,0,,,https://images.craigslist.org/00X0X_7Z7wFVpHZD7_600x450.jpg,"Whole house for rent! Come look at your new home today! Great home for entertaining, with a nice flow. Home features 3 bedrooms,2 baths.  Gorgeous building in the hottest area! 3 bedrooms, 2 baths (master bedroom with bath), front terrace. Beautiful spacious dream home offers 3 bedrooms, 2 baths.",39.4567,-77.9727,wv
337273,https://martinsburg.craigslist.org/apa/d/ranson-save-300-at-move-in-lease-now/7030627264.html,eastern panhandle,1499,apartment,1136,3,2.0,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00505_lycO4db1S9l_600x450.jpg,"VIEW OUR WEBSITE:  http://www.jeffersoncrossingapts.com/floorplans.aspx  Jefferson Crossing, managed by Gates Hudson 55 Pimlico Dr Charles Town, WV 25414  show contact info   Our beautiful property offers you quality living an dmakes you feel at home.  Beautiful three bedroom apartment featuring two baths, full sized washer and dryer and chef inspired kitchen.     [#6893320]",39.3012,-77.8425,wv
337297,https://martinsburg.craigslist.org/apa/d/ranson-perfect-location-visit-your-new/7025189092.html,eastern panhandle,1499,apartment,1136,3,2.0,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00404_4ZNkjEl1PmH_600x450.jpg,"Our residents love living here!  Beautiful three bedroom apartment featuring two baths, full sized washer and dryer and chef inspired kitchen.   VIEW OUR WEBSITE:  http://www.jeffersoncrossingapts.com/floorplans.aspx  Jefferson Crossing, managed by Gates Hudson 55 Pimlico Dr Charles Town, WV 25414  show contact info     [#6867169]",39.3012,-77.8425,wv
337408,https://morgantown.craigslist.org/apa/d/morgantown-spacious-5-br-duplex-3-ba/7044522825.html,morgantown,2000,duplex,1800,5,3.0,0,1,1,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00D0D_hWyrKghmqt4_600x450.jpg,"Spacious 5 bedrooms, 3 bathrooms newly renovated duplex.  Don't miss this great value.  Walk to campus and close to everything.  Duplex has wood floors, Washer/Dryer, AC's, ceiling fans, off street parking and so much more.  Landlord pays garbage.  Serious inquiries call or text  show contact info .  Inquire about pets and furniture.",39.6319,-79.947,wv
337481,https://martinsburg.craigslist.org/apa/d/ranson-1-bedroom-available/7030626395.html,eastern panhandle,1239,apartment,760,1,1.0,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00J0J_5SIQnnzEb1o_600x450.jpg,"Jefferson Crossing, managed by Gates Hudson 55 Pimlico Dr Charles Town, WV 25414  show contact info   Discover your new home at Residences at Jefferson Crossing.  Bright and spacious one bedroom apartment with wood-style floors, separate dining space and in-home laundry.    VIEW OUR WEBSITE:  http://www.jeffersoncrossingapts.com/floorplans.aspx    [#6894622]",39.3012,-77.8425,wv
337496,https://morgantown.craigslist.org/apa/d/granville-modular-garage-office-just/7028360718.html,morgantown,1000,manufactured,1800,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00W0W_jpoXX9FIDBB_600x450.jpg,2br 1 full bath - yard - 1 car garage w/ large office- just off exit 152 westover - ca/c - w/d hook up -plenty of room & parking - deposit + lease + utilities -  NO PETS - no text  show contact info  DRIVE BY TAKE A LOOK! I-79 exit 152 then rt. 19 n. 1/8 mile turn left  @ advance auto 1/8 mile,39.631,-79.9898,wv
337538,https://morgantown.craigslist.org/apa/d/morgantown-studio-available-all-util/7037832526.html,morgantown,650,apartment,700,0,1.0,1,1,1,0,0,0,no laundry on site,off-street parking,https://images.craigslist.org/01313_d2hYGmTzdaS_600x450.jpg,"Available 12/16- studio apartment in older house.  New flooring throughout.  Rent is $650 and landlord pays all utilities except for cable and internet. Does not have central air, but AC units are permitted in the summer. 1 free off street parking space included.  Small pet considered with fee. Flexible lease terms available.",39.6505,-79.944,wv
337598,https://morgantown.craigslist.org/apa/d/marianna-3-bedroom-2-bathrooms-nice/7039826342.html,morgantown,1125,apartment,1854,5,2.5,1,1,1,0,0,0,,,https://images.craigslist.org/01111_cUpiE0t12CB_600x450.jpg,"Possibly a 4th bedroom in the finished attic - would need heat installed. As of March 11, seller is in  process of remodeling the kitchen. Fairview Greensboro Reynoldsville Clarksville",40.0435,-80.1184,wv
337650,https://morgantown.craigslist.org/apa/d/morgantown-4-or-3-bedroom-with-baths/7032600893.html,morgantown,450,townhouse,1600,4,2.5,0,0,1,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/01212_h9iYuVz42bk_600x450.jpg,"526 and 528 Grant Avenue 4 Bedroom with 2-1/2 Bathrooms. Furnished.  Central Air Conditioning. Utility room with full size washer and dryer. 12' x 12' bedrooms, large kitchen and large living room. Closets with extra storage. Yard. Covered BBQ area. Off street parking included. No pets. Rent $450 per bedroom plus deposit.",39.6422,-79.9599,wv
338052,https://swv.craigslist.org/apa/d/nicley-remodeled-house-near-wvu-tech-750/7041333532.html,southern WV,750,house,1000,3,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00202_47dRVl7ymlr_600x450.jpg,"This house has been completely remodeled.  3 bedrooms and 1 bath - walking distance to WVU Tech in Beckley.  The rent is $750 per month, and a $750 deposit is required.  No utilities are included.  A small dog or cat may be allowed with a separate pet deposit.  No smoking is allowed.  Shown by appointment.  References and proof of income required. Call or text Scott at  show contact info .",37.7789,-81.1842,wv
338079,https://swv.craigslist.org/apa/d/dorothy-224-maple-street/7043960038.html,southern WV,550,house,1340,2,2.0,0,0,1,0,0,0,w/d in unit,street parking,https://images.craigslist.org/00404_56m3Y7wixsu_600x450.jpg,"2 Bedroom, 2 bath home for rent in Boomer.  Located 30 minutes from Charleston.  Equipped kitchen.  Hardwood floors.  Gas furnace heat.  Full basement.  Family room.  Equipped laundry room.  No pets.  $500.00 security deposit required.  Tenant pays all utilities.",38.0033,-81.4684,wv
338857,https://martinsburg.craigslist.org/apa/d/myersville-wont-last-4-bedroom-2-bth/7050793076.html,eastern panhandle,1200,house,1608,3,2.0,1,1,1,0,0,0,,,https://images.craigslist.org/00X0X_8V2DTYKq7ca_600x450.jpg,"New townhomes with single family fee simple ownership built by Petros Homes.. This home is a comfortable bedroom plus loft, 2. The designer kitchen features quality wood cabinetry, appliance package, a walk in pantry closet with adjoining dinette. Covered deck off great room. Main floor laundry and powder room. Main floor private master bedroom suite with bank of windows, large walk in closet, double vanities, . Clear Spring Warfordsburg Round Hill Waterford",39.5378,-77.5553,wv
338921,https://martinsburg.craigslist.org/apa/d/ranson-clubhouse-professionally-managed/7050831749.html,eastern panhandle,1504,apartment,1136,3,2.0,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00J0J_5SIQnnzEb1o_600x450.jpg,"VIEW OUR WEBSITE:  http://www.jeffersoncrossingapts.com/floorplans.aspx  Jefferson Crossing, managed by Gates Hudson 55 Pimlico Dr Charles Town, WV 25414  show contact info   Residences at Jefferson Crossing offers 1 to 3 bedroom apartments ranging in size from 760 to 1136 sq.ft.   Beautiful three bedroom apartment featuring two baths, full sized washer and dryer and chef inspired kitchen.     [#7009238]",39.3012,-77.8425,wv
338981,https://charlestonwv.craigslist.org/apa/d/charleston-for-rent-very-nice-3-bedroom/7028830474.html,charleston,1095,house,2100,3,3.0,0,0,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00f0f_lbp5LwM0cLu_600x450.jpg,"For Rent:  Remodeled 3 Bedroom, 3 bath mid entry home in Cross Lanes. Located in gated community at Lake Chaweva. Hardwood floors upstairs. Ceramic tile downstairs. Family Room with built-in corner entertainment center and bookshelves. Skylights in vaulted ceiling upstairs and dining room/sunroom off of kitchen provide lots of sunshine. Furnished kitchen with dishwasher. Private deck in back by wooded area.  $1195.00 per month rent $1200.00 Security Deposit  Call for viewing or more information   show contact info",38.4196,-81.7827,wv
339101,https://charlestonwv.craigslist.org/apa/d/charleston-downtown-charleston/7041468444.html,charleston,525,apartment,585,1,1.0,0,0,0,1,0,0,laundry in bldg,,https://images.craigslist.org/00X0X_dYvF5vMBPXY_600x450.jpg,"Clean, quiet, convenient and secure building in downtown Charleston!!!!  *1 Bedroom *1 year lease * NO PETS!!! *Tenant pays electric and cable *Hardwood Floors *Beautiful granite counters throughout *Convenient to stores, transportation, restaurants, mall *Deposit and Background check required  ADA,EHO  Call  show contact info  between 10:00am-6:00pm Monday - Friday ONLY!!!",38.349000000000004,-81.6306,wv
339132,https://charlestonwv.craigslist.org/apa/d/culloden-washer-dry-hookup-in-utility/7031087889.html,charleston,800,house,1014,3,1.0,1,1,1,0,0,0,w/d hookups,carport,https://images.craigslist.org/01010_gASGH07b15U_600x450.jpg,"Nice 3 bed/1 bath, one story home in Hurricane. Large living room, dining area, kitchen with stove, fridge and dishwasher, washer/dry hookup in utility room, large back yard and carport.",38.43,-82.0157,wv
339149,https://charlestonwv.craigslist.org/apa/d/culloden-main-street-apartments/7050497643.html,charleston,675,apartment,800,2,1.0,0,0,1,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/00N0N_9Pp4ePOlQ4p_600x450.jpg,"Main Street Apartments, Hurricane  NEW YEAR SPECIAL! JANUARY ONLY! FIRST MONTH FREE!!  Available Unit - $675 a month + deposit  2 bed/1 bath apartment  Updated, 2 Beds/1 Bath, lots of closet storage, open and airy, kitchens with black appliances (electric stove, fridge, and dishwasher) coin laundry facility on-site, water/sewer/garbage are included in rental amount. Tenant pays electric, deposit, $40 App Fee, No Pets. Online application at www.wvpropertysolutions.com Call WV Property Solutions for more information at  show contact info . Ben Adkins Broker",38.4311,-82.0264,wv
339179,https://swv.craigslist.org/apa/d/beckley-walk-to-wvu-tech-from-this-2/7027383782.html,southern WV,1300,apartment,1400,2,2.0,0,0,1,0,0,0,laundry in bldg,attached garage,https://images.craigslist.org/00L0L_a1q2NCkAMYC_600x450.jpg,"2 bedroom, 2 bath with garage parking for one car and washer and dryer in building.  Large living room and large kitchen. Lots of storage. Off street parking.  Super easy to get to campus as it is just around the corner.  Utilities included. WIFI included, partially furnished, kitchen has dishes, utensils, and cookware. Non-smoking unit and no pets. Air conditioners in windows. Owner willing to do short or long term lease.",37.7749,-81.1795,wv
339223,https://martinsburg.craigslist.org/apa/d/martinsburg-save-big-on-utilities-in/7045178594.html,eastern panhandle,750,apartment,700,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00808_1yL89RXcoDl_600x450.jpg,"You will love the utility savings on this like new 1 BR on 2nd floor with heat, water/sewer, and trash pick up paid, not to mention off street parking (for 1 vehicle), laundry room on premises, landlord lives on premises, cat or small dog OK with extra security, quiet building, one mile to I-81, pleasant view from screened porch.  No smoking in unit, window unit A/C w/remote, fridge & stove like new condition, very good closet space.  Call:  show contact info .",39.4567,-77.9727,wv
339237,https://martinsburg.craigslist.org/apa/d/ranson-leasing-now-stylish-features/7044693264.html,eastern panhandle,1499,apartment,1136,3,2.0,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00U0U_l8rxIgdhVKf_600x450.jpg,"Jefferson Crossing, managed by Gates Hudson 55 Pimlico Dr Charles Town, WV 25414  show contact info   VIEW OUR WEBSITE:  http://www.jeffersoncrossingapts.com/floorplans.aspx  Residences at Jefferson Crossing is pet friendly, welcoming both cats and dogs.   Beautiful three bedroom apartment featuring two baths, full sized washer and dryer and chef inspired kitchen.     [#6978210]",39.3012,-77.8425,wv
339252,https://wv.craigslist.org/apa/d/martins-ferry-2-bedroom-water-garbage/7050737076.html,west virginia (old),600,apartment,900,2,0.0,0,0,1,0,0,0,,street parking,https://images.craigslist.org/00q0q_1vwhPYXHgoX_600x450.jpg,Large two bedroom apartment with water garbage and sewer included,40.0747,-80.7345,wv
339258,https://wv.craigslist.org/apa/d/lansing-4-bedroom-apartment-water/7050725479.html,west virginia (old),850,apartment,1200,2,1.0,0,0,1,0,0,0,,street parking,https://images.craigslist.org/01515_58oBr5nYBoX_600x450.jpg,Large four bedroom apartment with water garbage and sewer included.  This unit has central AC.,40.0681,-80.7436,wv
339264,https://charlestonwv.craigslist.org/apa/d/culloden-townhouses-of-bb-way-new-year/7050439895.html,charleston,975,townhouse,1252,3,2.5,1,0,1,0,0,0,w/d hookups,attached garage,https://images.craigslist.org/01616_cZGQVGq1YF3_600x450.jpg,"Available Unit  LIMITED TIME NEW YEAR SPECIAL FOR THE MONTH OF JANUARY ONLY!  50% OFF YOUR FIRST FULL MONTHS RENT  3 Bed/2.5 Bath Townhouse $975 a month + deposit  3 bedroom/2.5 bath townhouse in Hurricane. This unit has 3 large bedrooms, 2.5 baths, open floor plan/great room on main with laminate wood floors, black appliances(microwave, dishwasher, stove, fridge), half bath, one car garage, large walk in closet in master, washer/dryer hookups,  and more! For more information call WV Property Solutions at  show contact info  or visit www.WVPropertySolutions.com for info or to apply online. Ben Adkins, Broker",38.4238,-82.0382,wv
339269,https://charlestonwv.craigslist.org/apa/d/charleston-large-2-bedroom1-bath-3rd/7050956598.html,charleston,650,apartment,900,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00P0P_ajiayFUUZPZ_600x450.jpg,"Very clean 3rd level apartment for rent. Apartment has all electric, furnished kitchen, W/D hookups ups, Fireplace and trash included. Tenant pays power, water and sewer. $650/ month plus $650 security deposit. NO pets. For more info contact David at  show contact info .",38.3169,-81.5796,wv
339270,https://charlestonwv.craigslist.org/apa/d/charleston-east-end-quarrier-st/7045995479.html,charleston,1250,house,2500,4,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00D0D_f7bvhUS7LCL_600x450.jpg,"Newly remodeled house, lots of space, off street parking, 4 bedrooms and 2 baths.",38.349000000000004,-81.6306,wv
339271,https://charlestonwv.craigslist.org/apa/d/move-in-ready-66-night-furnished-1bd/7050713784.html,charleston,1970,apartment,747,1,1.0,1,1,0,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/01212_2e7FdN3r41x_600x450.jpg,"EAGLE VIEW'S EXECUTIVE LEASING is available just minutes from downtown Charleston in a luxury, gated, pet-friendly community.   Travel for work or leisure with confidence knowing a brand-new, fully furnished 1 bedroom 1 bath luxury apartment awaits you in Charleston, WV.  $1970/monthly, premium view.  Located in the heart of the beautiful Eagle View property, this apartment comes complete with all of the necessities to make your travel time away from home a most enjoyable one.   Complete with upscale furnishings, housewares, Wi-Fi, cable and all utilities included. Take advantage of all the exceptional amenities the Eagle View property has to offer: 2 heated swimming pools and hot tub (seasonal), 24hr state of the art fitness center, basketball courts, walking trails, playground, dog park and gazebo grilling areas with fire pits overlooking one of the Kanawha Valley's most spectacular views.  NEW Restaurant opening soon--on site!!  The Eagle View property is located just 4.9 miles from the State Capitol Complex and only 7.8 miles from Yeager Airport.  Call  show contact info  for more information!!",38.3175,-81.5274,wv
339272,https://charlestonwv.craigslist.org/apa/d/charleston-furnished-4bd-35ba-corporate/7050711173.html,charleston,3600,townhouse,2160,4,3.5,1,1,0,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00E0E_1HV5My8pt4P_600x450.jpg,"EAGLE VIEW'S EXECUTIVE LEASING is available just minutes from downtown Charleston in a luxury, gated, pet-friendly community.   Travel for work or leisure with confidence knowing a new, fully furnished 4 bedroom 3.5 bath luxury townhome awaits you in Charleston, WV. $3600.00/monthly.  Located in the heart of the beautiful Eagle View property, this townhome comes complete with all of the necessities to make your travel time away from home a most enjoyable one.   Complete with upscale furnishings, housewares, Wi-Fi, cable and all utilities included. Take advantage of all the exceptional amenities the Eagle View property has to offer: 2 heated swimming pools and hot tub (seasonal), 24hr state of the art fitness center, basketball courts, walking trails, playground, dog park and gazebo grilling areas with fire pits overlooking one of the Kanawha Valley's most spectacular views.  NEW BBQ Restaurant opening soon--on site!!  The Eagle View property is located just 4.9 miles from the State Capitol Complex and only 7.8 miles from Yeager Airport.  Call  show contact info  for more information!!",38.3175,-81.5274,wv
